year,parent_entity,parent_type,commodity,production_value,production_unit,total_emissions_MtCO2e
1959,ConocoPhillips,Investor-owned Company,Natural Gas,1305.0735825000002,Bcf/yr,95.12732287935489
1960,ConocoPhillips,Investor-owned Company,Oil & NGL,301.13283545,Million bbl/yr,120.08511880077228
1960,ConocoPhillips,Investor-owned Company,Natural Gas,1414.979229285,Bcf/yr,103.13838837648446
1961,ConocoPhillips,Investor-owned Company,Oil & NGL,309.6580484,Million bbl/yr,123.48478529138524
1961,ConocoPhillips,Investor-owned Company,Natural Gas,1420.23173607,Bcf/yr,103.52124564642133
1962,ConocoPhillips,Investor-owned Company,Oil & NGL,301.0831364,Million bbl/yr,120.06529991813657
1962,ConocoPhillips,Investor-owned Company,Natural Gas,1457.125605355,Bcf/yr,106.21045418056384
1963,ConocoPhillips,Investor-owned Company,Oil & NGL,322.3261818,Million bbl/yr,128.53655688596984
1963,ConocoPhillips,Investor-owned Company,Natural Gas,1487.34487964,Bcf/yr,108.41314887964911
1964,ConocoPhillips,Investor-owned Company,Oil & NGL,345.2832273,Million bbl/yr,137.69131920892474
1964,ConocoPhillips,Investor-owned Company,Natural Gas,1538.532243925,Bcf/yr,112.14421584397665
1965,ConocoPhillips,Investor-owned Company,Oil & NGL,375.7750227,Million bbl/yr,149.85077325048115
1965,ConocoPhillips,Investor-owned Company,Natural Gas,1522.588091075,Bcf/yr,110.98204031875125
1966,ConocoPhillips,Investor-owned Company,Oil & NGL,400.6940682,Million bbl/yr,159.7879378071049
1966,ConocoPhillips,Investor-owned Company,Natural Gas,1517.82027286,Bcf/yr,110.63451218788559
1967,ConocoPhillips,Investor-owned Company,Oil & NGL,411.0728636,Million bbl/yr,163.92677200881334
1967,ConocoPhillips,Investor-owned Company,Natural Gas,1473.481954645,Bcf/yr,107.4026748652066
1968,ConocoPhillips,Investor-owned Company,Oil & NGL,433.4614091,Million bbl/yr,172.85482909739477
1968,ConocoPhillips,Investor-owned Company,Natural Gas,1506.35413643,Bcf/yr,109.79874102756074
1969,ConocoPhillips,Investor-owned Company,Oil & NGL,454.9899545,Million bbl/yr,181.43993715478587
1969,ConocoPhillips,Investor-owned Company,Natural Gas,1531.284818215,Bcf/yr,111.6159481548563
1970,ConocoPhillips,Investor-owned Company,Oil & NGL,499.72975,Million bbl/yr,199.28117871089583
1970,ConocoPhillips,Investor-owned Company,Natural Gas,1581.962,Bcf/yr,115.30982771760306
1971,ConocoPhillips,Investor-owned Company,Oil & NGL,496.1095,Million bbl/yr,197.83750302973388
1971,ConocoPhillips,Investor-owned Company,Natural Gas,1618.534,Bcf/yr,117.97557507391642
1972,ConocoPhillips,Investor-owned Company,Oil & NGL,512.01925,Million bbl/yr,204.18195967454176
1972,ConocoPhillips,Investor-owned Company,Natural Gas,1644.7625,Bcf/yr,119.88738067752203
1973,ConocoPhillips,Investor-owned Company,Oil & NGL,502.7025,Million bbl/yr,200.46664570383115
1973,ConocoPhillips,Investor-owned Company,Natural Gas,1648.2575,Bcf/yr,120.14213259183667
1974,ConocoPhillips,Investor-owned Company,Oil & NGL,436.1405,Million bbl/yr,173.9231913320339
1974,ConocoPhillips,Investor-owned Company,Natural Gas,1628.6335,Bcf/yr,118.71173157137585
1975,ConocoPhillips,Investor-owned Company,Oil & NGL,433.84025,Million bbl/yr,173.00590247474705
1975,ConocoPhillips,Investor-owned Company,Natural Gas,1520.724764,Bcf/yr,110.8462216808827
1976,ConocoPhillips,Investor-owned Company,Oil & NGL,431.2005,Million bbl/yr,171.95322852147112
1976,ConocoPhillips,Investor-owned Company,Natural Gas,1526.3918738,Bcf/yr,111.25929952642814
1977,ConocoPhillips,Investor-owned Company,Oil & NGL,447.269,Million bbl/yr,178.36099115740788
1977,ConocoPhillips,Investor-owned Company,Natural Gas,1475.77639,Bcf/yr,107.56991715389258
1978,ConocoPhillips,Investor-owned Company,Oil & NGL,477.9695,Million bbl/yr,190.60367198042044
1978,ConocoPhillips,Investor-owned Company,Natural Gas,1489.40756946,Bcf/yr,108.56349914582432
1979,ConocoPhillips,Investor-owned Company,Oil & NGL,472.59975,Million bbl/yr,188.46233436867564
1979,ConocoPhillips,Investor-owned Company,Natural Gas,1477.933,Bcf/yr,107.72711329865082
1980,ConocoPhillips,Investor-owned Company,Oil & NGL,472.52725,Million bbl/yr,188.4334229711522
1980,ConocoPhillips,Investor-owned Company,Natural Gas,1408.6821111,Bcf/yr,102.67938897382516
1981,ConocoPhillips,Investor-owned Company,Oil & NGL,443.61975,Million bbl/yr,176.90575091723662
1981,ConocoPhillips,Investor-owned Company,Natural Gas,1323.0062223,Bcf/yr,96.43443999459522
1982,ConocoPhillips,Investor-owned Company,Oil & NGL,438.18175,Million bbl/yr,174.7371967140301
1982,ConocoPhillips,Investor-owned Company,Natural Gas,1242.8053333,Bcf/yr,90.58856588801832
1983,ConocoPhillips,Investor-owned Company,Oil & NGL,451.231,Million bbl/yr,179.94094918482685
1983,ConocoPhillips,Investor-owned Company,Natural Gas,1230.1294444,Bcf/yr,89.66461539791398
1984,ConocoPhillips,Investor-owned Company,Oil & NGL,404.887,Million bbl/yr,161.4599863320494
1984,ConocoPhillips,Investor-owned Company,Natural Gas,1236.0685556,Bcf/yr,90.09751953168438
1985,ConocoPhillips,Investor-owned Company,Oil & NGL,394.5345,Million bbl/yr,157.33163815465042
1985,ConocoPhillips,Investor-owned Company,Natural Gas,1274.4526667,Bcf/yr,92.89535237345575
1986,ConocoPhillips,Investor-owned Company,Oil & NGL,398.06425,Million bbl/yr,158.73922443614515
1986,ConocoPhillips,Investor-owned Company,Natural Gas,1266.1709444,Bcf/yr,92.29169440214035
1987,ConocoPhillips,Investor-owned Company,Oil & NGL,392.8005,Million bbl/yr,156.64015728146913
1987,ConocoPhillips,Investor-owned Company,Natural Gas,1257.3242222,Bcf/yr,91.64685336755957
1988,ConocoPhillips,Investor-owned Company,Oil & NGL,417.0585,Million bbl/yr,166.31371150386414
1988,ConocoPhillips,Investor-owned Company,Natural Gas,1355.1975,Bcf/yr,98.780874792394755
1989,ConocoPhillips,Investor-owned Company,Oil & NGL,404.54325,Million bbl/yr,161.32290642999862
1989,ConocoPhillips,Investor-owned Company,Natural Gas,1505.985,Bcf/yr,109.77183452908126
1990,ConocoPhillips,Investor-owned Company,Oil & NGL,406.9255,Million bbl/yr,162.27289507482922
1990,ConocoPhillips,Investor-owned Company,Natural Gas,1509.3275,Bcf/yr,110.01547065886571
1991,ConocoPhillips,Investor-owned Company,Oil & NGL,400.8365,Million bbl/yr,159.84473646075702
1991,ConocoPhillips,Investor-owned Company,Natural Gas,1579.05,Bcf/yr,115.09757090086937
1992,ConocoPhillips,Investor-owned Company,Oil & NGL,403.3915,Million bbl/yr,160.8636139872728
1992,ConocoPhillips,Investor-owned Company,Natural Gas,1633.065,Bcf/yr,119.03474533626436
1993,ConocoPhillips,Investor-owned Company,Oil & NGL,397.213,Million bbl/yr,158.39976475143027
1993,ConocoPhillips,Investor-owned Company,Natural Gas,1659.04,Bcf/yr,120.92807322591327
1994,ConocoPhillips,Investor-owned Company,Oil & NGL,391.83,Million bbl/yr,156.25314333255187
1994,ConocoPhillips,Investor-owned Company,Natural Gas,1760.2,Bcf/yr,128.30166511491737
1995,ConocoPhillips,Investor-owned Company,Oil & NGL,394.22,Million bbl/yr,157.20622250608324
1995,ConocoPhillips,Investor-owned Company,Natural Gas,1820.4,Bcf/yr,132.68966661470034
1996,ConocoPhillips,Investor-owned Company,Oil & NGL,409,Million bbl/yr,163.1001598218965
1996,ConocoPhillips,Investor-owned Company,Natural Gas,1980.5,Bcf/yr,144.35941811163156
1997,ConocoPhillips,Investor-owned Company,Oil & NGL,422,Million bbl/yr,168.28427248127218
1997,ConocoPhillips,Investor-owned Company,Natural Gas,2093.5,Bcf/yr,152.5960322225199
1998,ConocoPhillips,Investor-owned Company,Oil & NGL,412.1,Million bbl/yr,164.3363713022092
1998,ConocoPhillips,Investor-owned Company,Natural Gas,2184.4,Bcf/yr,159.2217687064115
1999,ConocoPhillips,Investor-owned Company,Oil & NGL,412.7,Million bbl/yr,164.5756380403342
1999,ConocoPhillips,Investor-owned Company,Natural Gas,2434.4,Bcf/yr,177.4443662968724
2000,ConocoPhillips,Investor-owned Company,Oil & NGL,414.59,Million bbl/yr,165.32932826542807
2000,ConocoPhillips,Investor-owned Company,Natural Gas,1939.21,Bcf/yr,141.34977389359102
2001,ConocoPhillips,Investor-owned Company,Oil & NGL,484.57,Million bbl/yr,193.23580548874423
2001,ConocoPhillips,Investor-owned Company,Natural Gas,1686.275,Bcf/yr,122.91324300741806
2002,ConocoPhillips,Investor-owned Company,Oil & NGL,418.52,Million bbl/yr,166.896525400147
2002,ConocoPhillips,Investor-owned Company,Natural Gas,2016.155,Bcf/yr,146.95832497998308
2003,ConocoPhillips,Investor-owned Company,Oil & NGL,400.295,Million bbl/yr,159.62879822959914
2003,ConocoPhillips,Investor-owned Company,Natural Gas,1910.15,Bcf/yr,139.23157914967584
2004,ConocoPhillips,Investor-owned Company,Oil & NGL,429.955,Million bbl/yr,171.45655065091324
2004,ConocoPhillips,Investor-owned Company,Natural Gas,1916.45,Bcf/yr,139.69078860895547
2005,ConocoPhillips,Investor-owned Company,Oil & NGL,508.345,Million bbl/yr,202.7167499869486
2005,ConocoPhillips,Investor-owned Company,Natural Gas,1885.995,Bcf/yr,137.47091177048551
2006,ConocoPhillips,Investor-owned Company,Oil & NGL,538.115,Million bbl/yr,214.5883679769189
2006,ConocoPhillips,Investor-owned Company,Natural Gas,1819.272,Bcf/yr,132.60744625437223
2007,ConocoPhillips,Investor-owned Company,Oil & NGL,526.059,Million bbl/yr,209.78070165219324
2007,ConocoPhillips,Investor-owned Company,Natural Gas,1962.259,Bcf/yr,143.02982450104116
2008,ConocoPhillips,Investor-owned Company,Oil & NGL,503.541,Million bbl/yr,200.80102097036087
2008,ConocoPhillips,Investor-owned Company,Natural Gas,1914.063,Bcf/yr,139.51679924716177
2009,ConocoPhillips,Investor-owned Company,Oil & NGL,528.556,Million bbl/yr,210.77645006069028
2009,ConocoPhillips,Investor-owned Company,Natural Gas,1903.873,Bcf/yr,138.77404616937454
2010,ConocoPhillips,Investor-owned Company,Oil & NGL,472.898,Million bbl/yr,188.58126987641862
2010,ConocoPhillips,Investor-owned Company,Natural Gas,1803.767,Bcf/yr,131.47728075181183
2011,ConocoPhillips,Investor-owned Company,Oil & NGL,330.665,Million bbl/yr,131.86189327018926
2011,ConocoPhillips,Investor-owned Company,Natural Gas,1702.017,Bcf/yr,124.06068353249421
2012,ConocoPhillips,Investor-owned Company,Oil & NGL,334.774,Million bbl/yr,133.50047164844887
2012,ConocoPhillips,Investor-owned Company,Natural Gas,1616.038,Bcf/yr,117.79364065957324
2013,ConocoPhillips,Investor-owned Company,Oil & NGL,339.862,Million bbl/yr,135.52945358774912
2013,ConocoPhillips,Investor-owned Company,Natural Gas,1562.161,Bcf/yr,113.86652509804819
2014,ConocoPhillips,Investor-owned Company,Oil & NGL,354.632,Million bbl/yr,141.41940312459366
2014,ConocoPhillips,Investor-owned Company,Natural Gas,1561.674,Bcf/yr,113.83102747794199
2015,ConocoPhillips,Investor-owned Company,Oil & NGL,374.187,Million bbl/yr,149.21750489798532
2015,ConocoPhillips,Investor-owned Company,Natural Gas,1593.878,Bcf/yr,116.17838960915478
2016,ConocoPhillips,Investor-owned Company,Oil & NGL,381.305,Million bbl/yr,152.0560059679419
2016,ConocoPhillips,Investor-owned Company,Natural Gas,1542.474,Bcf/yr,112.43153198299458
2017,ConocoPhillips,Investor-owned Company,Oil & NGL,364.799,Million bbl/yr,145.47377800212232
2017,ConocoPhillips,Investor-owned Company,Natural Gas,1369.765,Bcf/yr,99.84270555399091
2018,ConocoPhillips,Investor-owned Company,Oil & NGL,360.916,Million bbl/yr,143.92532342855648
2018,ConocoPhillips,Investor-owned Company,Natural Gas,1220.836,Bcf/yr,88.98721260779189
2019,ConocoPhillips,Investor-owned Company,Oil & NGL,397.569,Million bbl/yr,158.5417296827178
2019,ConocoPhillips,Investor-owned Company,Natural Gas,1290.6899999999998,Bcf/yr,94.07889793612812
2020,ConocoPhillips,Investor-owned Company,Oil & NGL,339.9426,Million bbl/yr,135.56159508623728
2020,ConocoPhillips,Investor-owned Company,Natural Gas,1133.6953,Bcf/yr,82.63549296838755
2021,ConocoPhillips,Investor-owned Company,Oil & NGL,379.6,Million bbl/yr,151.37608965376995
2021,ConocoPhillips,Investor-owned Company,Natural Gas,1154.1299999999999,Bcf/yr,84.12498622831473
2022,ConocoPhillips,Investor-owned Company,Oil & NGL,443.84,Million bbl/yr,176.99358174902332
2022,ConocoPhillips,Investor-owned Company,Natural Gas,1142.45,Bcf/yr,83.27362646888841
1864,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.03051891500240899,Million tonnes/yr,0.08283257824674818
1865,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.052706159858802,Million tonnes/yr,0.14305184539637872
1866,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.08230406515403878,Million tonnes/yr,0.22338467525333863
1867,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.1119019713564696,Million tonnes/yr,0.30371750757254934
1868,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.14149987665170638,Million tonnes/yr,0.3840503374295092
1869,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.1710977828541372,Million tonnes/yr,0.4643831697487199
1870,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.200695688149374,Million tonnes/yr,0.5447159996056798
1871,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.23029359435180485,Million tonnes/yr,0.6250488319248905
1872,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.2598914996470416,Million tonnes/yr,0.7053816617818505
1873,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.28948940494227837,Million tonnes/yr,0.7857144916388104
1874,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.3190873111447092,Million tonnes/yr,0.866047323958021
1875,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.348685216439946,Million tonnes/yr,0.946380153814981
1876,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.3782831226423769,Million tonnes/yr,1.0267129861341917
1877,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.4078810279376136,Million tonnes/yr,1.1070458159911516
1878,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.4374789341400444,Million tonnes/yr,1.1873786483103619
1879,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.4670768394352812,Million tonnes/yr,1.267711478167322
1880,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.496674744730518,Million tonnes/yr,1.3480443080242819
1881,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.5262726509329488,Million tonnes/yr,1.4283771403434928
1882,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.5558705562281856,Million tonnes/yr,1.5087099702004527
1883,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.5854684624306165,Million tonnes/yr,1.5890428025196635
1884,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.6150663677258532,Million tonnes/yr,1.6693756323766231
1885,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.6446642739282841,Million tonnes/yr,1.7497084646958339
1886,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.6742621792235208,Million tonnes/yr,1.8300412945527935
1887,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.7038600845187576,Million tonnes/yr,1.9103741244097536
1888,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.7334579907211884,Million tonnes/yr,1.9907069567289646
1889,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.7630558960164253,Million tonnes/yr,2.0710397865859242
1890,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.7926538022188562,Million tonnes/yr,2.151372618905135
1891,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.8222517075140928,Million tonnes/yr,2.231705448762095
1892,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.8518496137165236,Million tonnes/yr,2.312038281081305
1893,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.8814475190117603,Million tonnes/yr,2.3923711109382655
1894,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.9110454243069973,Million tonnes/yr,2.4727039407952254
1895,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.9406433305094278,Million tonnes/yr,2.5530367731144357
1896,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.9702412358046646,Million tonnes/yr,2.6333696029713956
1897,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.9998391420070957,Million tonnes/yr,2.7137024352906063
1898,CONSOL Energy,Investor-owned Company,Bituminous Coal,1.0294370473023324,Million tonnes/yr,2.7940352651475666
1899,CONSOL Energy,Investor-owned Company,Bituminous Coal,1.0590349535047632,Million tonnes/yr,2.8743680974667773
1900,CONSOL Energy,Investor-owned Company,Bituminous Coal,1.0886328588,Million tonnes/yr,2.954700927323737
1901,CONSOL Energy,Investor-owned Company,Bituminous Coal,3.144939370169065,Million tonnes/yr,8.53580267975599
1902,CONSOL Energy,Investor-owned Company,Bituminous Coal,5.201245880630935,Million tonnes/yr,14.116904429725993
1903,CONSOL Energy,Investor-owned Company,Bituminous Coal,7.257552392,Million tonnes/yr,19.698006182158245
1904,CONSOL Energy,Investor-owned Company,Bituminous Coal,7.446551151905935,Million tonnes/yr,20.210975092331203
1905,CONSOL Energy,Investor-owned Company,Bituminous Coal,7.635549912719064,Million tonnes/yr,20.723944004966405
1906,CONSOL Energy,Investor-owned Company,Bituminous Coal,7.824548672624999,Million tonnes/yr,21.23691291513936
1907,CONSOL Energy,Investor-owned Company,Bituminous Coal,8.013547432530936,Million tonnes/yr,21.749881825312315
1908,CONSOL Energy,Investor-owned Company,Bituminous Coal,8.202546193344064,Million tonnes/yr,22.262850737947517
1909,CONSOL Energy,Investor-owned Company,Bituminous Coal,8.39154495325,Million tonnes/yr,22.77581964812047
1910,CONSOL Energy,Investor-owned Company,Bituminous Coal,8.580543713155937,Million tonnes/yr,23.28878855829343
1911,CONSOL Energy,Investor-owned Company,Bituminous Coal,8.769542473969064,Million tonnes/yr,23.801757470928628
1912,CONSOL Energy,Investor-owned Company,Bituminous Coal,8.958541233875,Million tonnes/yr,24.314726381101583
1913,CONSOL Energy,Investor-owned Company,Bituminous Coal,9.147539991059354,Million tonnes/yr,24.82769528388779
1914,CONSOL Energy,Investor-owned Company,Bituminous Coal,9.336538757315646,Million tonnes/yr,25.340664211296488
